Added,Title,Title Short,Series,Book Numbers,Blurb,Authors,Narrators,Tags,Categories,Parent Category,Child Category,Length,Progress,Release Date,Publishers,My Rating,Rating,Ratings,Favorite,Format,Language,Whispersync,From Plus Catalog,Unavailable,Archived,Downloaded,Store Page Changed,Store Page Missing,ASIN,ISBN10,ISBN13,Summary,People Also Bought,Store Page Url,Sample,Web Player,Cover,Search In Goodreads,Subtitle,Collection Ids
43,Never Split the Difference: Negotiating as if Your Life Depended on It,Never Split the Difference,,,"Brought to you by Penguin. THE HUGE INTERNATIONAL BESTSELLER A former FBI hostage negotiator offers a new, field-tested approach to negotiating - effective in any situation. After a stint policing the rough streets of Kansas City, Missouri, Chris Voss joined the FBI, where his career as a...","Chris Voss, Tahl Raz",Michael Kramer,"Communication & Social Skills, Forecasting & Strategic Planning, Management & Leadership, Meetings & Presentations, Negotiating, Personal Success, Psychology, Psychology & Mental Health, Relationships, Self-Help",Business & Careers > Management & Leadership,Business & Careers,Management & Leadership,"8h 7m ",Finished,2019-06-20,Penguin Audio,,4.7,1481,,Unabridged Audiobook,English,,,,,,,,1473575346,,,"<p><b>Brought to you by Penguin.<br><br>THE HUGE INTERNATIONAL BESTSELLER<br><br>A former FBI hostage negotiator offers a new, field-tested approach to negotiating - effective in any situation.</b><br><br>After a stint policing the rough streets of Kansas City, Missouri, Chris Voss joined the FBI, where his career as a kidnapping negotiator brought him face-to-face with bank robbers, gang leaders and terrorists. Never Split the Difference takes you inside his world of high-stakes negotiations, revealing the nine key principles that helped Voss and his colleagues succeed when it mattered the most - when people's lives were at stake.<br><br>Rooted in the real-life experiences of an intelligence professional at the top of his game, Never Split the Difference will give you the competitive edge in any discussion.<br><br>'My pick for book of the year.' <b>Forbes</b><br><br>'Who better to learn [negotiation] from than Chris Voss, whose skills have saved lives and averted disaster?' <b>Daily Mail</b><br><br>'A business book you won't be able to put down.' <b>Fortune</b><br><br>© Chris Voss 2016 (P) Penguin Audio 2019</p>",,https://audible.in/pd/1473575346?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=1473575346,https://m.media-amazon.com/images/I/41lEyMZPx4L._SL500_.jpg,https://www.goodreads.com/search?q=Chris%20Voss%20-%20Never%20Split%20the%20Difference,Negotiating as if Your Life Depended on It,
42,Essentialism: The Disciplined Pursuit of Less,Essentialism,,,"By applying a more selective criteria for what is essential, the pursuit of less allows us to regain control of our own choices....",Greg McKeown,Greg McKeown,Social Sciences,Politics & Social Sciences > Social Sciences,Politics & Social Sciences,Social Sciences,6h 14m,,2015-11-26,Penguin Audio,,4.6,612,,Unabridged Audiobook,English,,,,,,,,B079WVSQ81,,,"<p><b>Brought to you by Penguin.</b> </p> <p>Have you ever found yourself struggling with information overload? </p> <p>Have you ever felt both overworked and underutilised? </p> <p>Do you ever feel busy but not productive? </p> <p>If you answered yes to any of these, the way out is to become an essentialist. </p> <p>In <i>Essentialism</i>, Greg McKeown, CEO of a leadership and strategy agency in Silicon Valley who has run courses at Apple, Google and Facebook, shows you how to achieve what he calls the disciplined pursuit of less. Being an essentialist is about a disciplined way of thinking. It means challenging the core assumptions of ""we can have it all"" and ""I have to do everything"" and replacing them with the pursuit of ""the right thing in the right way at the right time"". </p> <p>By applying a more selective criteria for what is essential, the pursuit of less allows us to regain control of our own choices so we can channel our time, energy and effort into making the highest possible contribution toward the goals and activities that matter. </p> <p>Using the experience and insight of working with the leaders of the most innovative companies and organisations in the world, McKeown shows you how to put Essentialism into practice in your own life, so you, too, can achieve something great. </p>",,https://audible.in/pd/B079WVSQ81?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B079WVSQ81,https://m.media-amazon.com/images/I/51AP0QEvJBL._SL500_.jpg,https://www.goodreads.com/search?q=Greg%20McKeown%20-%20Essentialism,The Disciplined Pursuit of Less,
41,Crush It!: Why NOW Is the Time to Cash In on Your Passion,Crush It!,,,"Crush It! 2.0: The Audiobook: Read by Gary Vaynerchuk, this audiobook version contains additional material not found in the bestselling hardcover edition. Do you have a hobby you wish you could indulge in all day? An obsession that keeps you up at night? Now is the perfect time to take that...",Gary Vaynerchuk,Gary Vaynerchuk,"E-Commerce, Economics, Motivation & Self-Improvement, Personal Success, Small Business, Small Business & Entrepreneurship",Business & Careers > Small Business & Entrepreneurship,Business & Careers,Small Business & Entrepreneurship,3h 40m,,2010-01-05,HarperAudio,,4.6,127,,Unabridged Audiobook,English,,,,,,,,B079TL723H,,,"<p>Crush It! 2.0: The Audiobook: Read by Gary Vaynerchuk, this audiobook version contains additional material not found in the bestselling hardcover edition.</p><p>Do you have a hobby you wish you could indulge in all day? An obsession that keeps you up at night? Now is the perfect time to take that passion and make a living doing what you love. In <em>Crush It! Why NOW Is the Time to Cash In on Your Passion</em>, Gary Vaynerchuk shows you how to use the power of the Internet to turn your real interests into real businesses. Gary spent years building his family business from a local wine shop into a national industry leader. Then one day he turned on a video camera, and by using the secrets revealed here, transformed his entire life and earning potential by building his personal brand. By the end of this book, readers will have learned how to harness the power of the Internet to make their entrepreneurial dreams come true. Step by step, <em>Crush It!</em> is the ultimate driver's manual for modern business. </p>","Day Trading Attention, Meet Me in the Middle, Jab, Jab, Jab, Right Hook, Crushing It!",https://audible.in/pd/B079TL723H?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B079TL723H,https://m.media-amazon.com/images/I/513BUJjORZL._SL500_.jpg,https://www.goodreads.com/search?q=Gary%20Vaynerchuk%20-%20Crush%20It!,Why NOW Is the Time to Cash In on Your Passion,
40,The Infinite Game: How Great Businesses Achieve Long-lasting Success,The Infinite Game,,,"Brought to you by Penguin. A revolutionary approach to long term business strategy from the best-selling author of start with why. The New York Times best-selling author of Start With Why, Leaders Eat Last, and Together is Better offers a bold new approach to business strategy by asking one...",Simon Sinek,Simon Sinek,"Management, Management & Leadership, Motivation & Self-Improvement, Personal Success, Self-Help, Time Management",Business & Careers > Management & Leadership,Business & Careers,Management & Leadership,"6h 56m ",Finished,2019-10-17,Penguin Audio,,4.7,424,,Unabridged Audiobook,English,,,,,,,,B07H9CZT44,,,"<p><b>Brought to you by Penguin. </b></p> <p>A revolutionary approach to long term business strategy from the best-selling author of start with why. </p> <p>The <i>New York Times </i>best-selling author of <i>Start With Why</i>, <i>Leaders Eat Last</i>, and <i>Together is Better </i>offers a bold new approach to business strategy by asking one question: are you playing the finite game or the infinite game? </p> <p>In <i>The Infinite Game</i>, Sinek applies game theory to explore how great businesses achieve long-lasting success. He finds that building long-term value and healthy, enduring growth - that playing the infinite game - is the only thing that matters to your business.</p>",,https://audible.in/pd/B07H9CZT44?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B07H9CZT44,https://m.media-amazon.com/images/I/513pqSjvr+L._SL500_.jpg,https://www.goodreads.com/search?q=Simon%20Sinek%20-%20The%20Infinite%20Game,How Great Businesses Achieve Long-lasting Success,
39,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,The Lean Startup,The Lean Startup (book ),∞,"Most startups fail. But many of those failures are preventable. The Lean Startup is a new approach being adopted across the globe, changing the way companies are built and new products are launched. Eric Ries defines a startup as an organization dedicated to creating something new under...",Eric Ries,Eric Ries,"Entrepreneurship, Management, Management & Leadership, New Business Enterprises, Small Business, Small Business & Entrepreneurship",Business & Careers > Management & Leadership,Business & Careers,Management & Leadership,"8h 38m ",Finished,2011-09-13,Random House Audio,,4.6,415,,Unabridged Audiobook,English,,,,,,,,B079TJMHP9,,,"<p><b>Most startups fail. But many of those failures are preventable. <i>The Lean Startup </i>is a new approach being adopted across the globe, changing the way companies are built and new products are launched. <br></b><br>Eric Ries defines a startup as an organization dedicated to creating something new under conditions of extreme uncertainty. This is just as true for one person in a garage or a group of seasoned professionals in a Fortune 500 boardroom. What they have in common is a mission to penetrate that fog of uncertainty to discover a successful path to a sustainable business. <br><br><i>The Lean Startup</i> approach fosters companies that are both more capital efficient and that leverage human creativity more effectively. Inspired by lessons from lean manufacturing, it relies on “validated learning,” rapid scientific experimentation, as well as a number of counter-intuitive practices that shorten product development cycles, measure actual progress without resorting to vanity metrics, and learn what customers really want. It enables a company to shift directions with agility, altering plans inch by inch, minute by minute. <br><br>Rather than wasting time creating elaborate business plans, <i>The Lean Startup</i> offers entrepreneurs—in companies of all sizes—a way to test their vision continuously, to adapt and adjust before it’s too late. Ries provides a scientific approach to creating and managing successful startups in a age when companies need to innovate more than ever.<br><br></p>",,https://audible.in/pd/B079TJMHP9?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B079TJMHP9,https://m.media-amazon.com/images/I/41jkBZCMt3L._SL500_.jpg,https://www.goodreads.com/search?q=Eric%20Ries%20-%20The%20Lean%20Startup,How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,
38,Harvard Business Review Manager's Handbook: The 17 Skills Leaders Need to Stand Out,Harvard Business Review Manager's Handbook: The 17 Skills Leaders Need to Stand Out,HBR Handbooks Series,∞,"Whether you're a new manager or looking to have more influence in your current management role, the challenges you face come in all shapes and sizes....",Harvard Business Review,Eric Jason Martin,,,,,,2h 36m left,,,,,,,,,,,,,,true,true,B06VV886W5,,,,,https://audible.in/pd/B06VV886W5?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B06VV886W5,https://m.media-amazon.com/images/I/51yVTSoUcfL._SL500_.jpg,https://www.goodreads.com/search?q=Harvard%20Business%20Review%20-%20Harvard%20Business%20Review%20Manager's%20Handbook%3A%20The%2017%20Skills%20Leaders%20Need%20to%20Stand%20Out,,
37,Measure What Matters: OKRs: The Simple Idea That Drives 10x Growth,Measure What Matters,,,"Measure What Matters is about using Objectives and Key Results (OKRs), a revolutionary approach to goal-setting, to make tough choices in business....",John Doerr,"Alex Garden, Andrew Cole, Atticus Tysen, Bono, Brett Kopf, Cristos Goodrow, Jini Kim, John Doerr, Joseph Suzuki, Julia Collins, Mike Lee, Patti Stonesifer, Susan Wojcicki, William Davidow","Corporate & Public Finance, Entrepreneurship, Leadership, Management & Leadership, Personal Success, Small Business & Entrepreneurship",Business & Careers > Management & Leadership,Business & Careers,Management & Leadership,7h 56m,,2018-11-01,Penguin Audio,,4.5,325,,Unabridged Audiobook,English,,,,,,,,B07JKDXZ17,,,"<p><b>Brought to you by Penguin.</b><br> <b><br> INSTANT</b><b><i> NEW YORK TIMES</i></b><b> BESTSELLER </b><br> <br> <b>The revolutionary movement behind the explosive growth of Intel, Google, Amazon and Uber. </b><br> <b>With a foreword by Larry Page, and contributions from Bono and Bill Gates.</b><br> <br> <i>Measure What Matters</i> is about using Objectives and Key Results (OKRs), a revolutionary approach to goal-setting, to make tough choices in business. <br> <br> In 1999, legendary venture capitalist John Doerr invested nearly $12 million in a startup that had amazing technology, entrepreneurial energy and sky-high ambitions, but no real business plan. Doerr introduced the founders to OKRs and with them at the foundation of their management, the startup grew from forty employees to more than 70,000 with a market cap exceeding $600 billion. The startup was Google.<br> <br> Since then Doerr has introduced OKRs to more than fifty companies, helping tech giants and charities exceed all expectations. In the OKR model objectives define what we seek to achieve and key results are how those top­ priority goals will be attained. OKRs focus effort, foster coordination and enhance workplace satisfaction. They surface an organization's most important work as everyone's goals from entry-level to CEO are transparent to the entire institution. <br> <br> In <i>Measure What Matters,</i> Doerr shares a broad range of first-person, behind-the-scenes case studies, with narrators including Bono and Bill Gates, to demonstrate the focus, agility, and explosive growth that OKRs have spurred at so many great organizations. <br> <br> This audiobook will show you how to collect timely, relevant data to track progress - to <i>measure what matters</i>. It will help any organization or team aim high, move fast, and excel. <br> <b>'I'd recommend John's book for anyone interested in becoming a better manager', Bill Gates</b><br> <br> </p>",,https://audible.in/pd/B07JKDXZ17?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B07JKDXZ17,https://m.media-amazon.com/images/I/51YsowmALjL._SL500_.jpg,https://www.goodreads.com/search?q=John%20Doerr%20-%20Measure%20What%20Matters,OKRs: The Simple Idea That Drives 10x Growth,
36,"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life","Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",,,"Limitless gives people the ability to accomplish more - more productivity, more transformation, more personal success and business achievement - by changing their Mindset, Motivation, and Methods....",Jim Kwik,Jim Kwik,,,,,12h 57m,,,,,,,,,,,,,,,true,true,B086WPDGPX,,,,,https://audible.in/pd/B086WPDGPX?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B086WPDGPX,https://m.media-amazon.com/images/I/51Qdq+MmeeL._SL500_.jpg,https://www.goodreads.com/search?q=Jim%20Kwik%20-%20Limitless%3A%20Upgrade%20Your%20Brain%2C%20Learn%20Anything%20Faster%2C%20and%20Unlock%20Your%20Exceptional%20Life,,
35,"Change by Design, Revised and Updated: How Design Thinking Transforms Organizations and Inspires Innovation","Change by Design, Revised and Updated",,,"The subject of “design thinking” is the rage at business schools, throughout corporations, and increasingly in the popular press—due in large part to work of IDEO, a leading design firm, and its celebrated CEO, Tim Brown, who uses this book to show how the techniques and strategies of...",Tim Brown,"Tim Brown, Tim Roberts","Decision-Making & Problem Solving, Entrepreneurship, Management, Management & Leadership, Organisational Behaviour, Personal Success, Small Business & Entrepreneurship, Workplace & Organisational Behaviour",Business & Careers > Management & Leadership,Business & Careers,Management & Leadership,7h 37m,,2019-03-05,HarperAudio,,4.3,23,,Unabridged Audiobook,English,,,,,,,,0062940945,,,"<p>The subject of “design thinking” is the rage at business schools, throughout corporations, and increasingly in the popular press—due in large part to work of IDEO, a leading design firm, and its celebrated CEO, Tim Brown, who uses this book to show how the techniques and strategies of design belong at every level of business.<br><br>The myth of innovation is that brilliant ideas leap fully formed from the minds of geniuses. The reality is that most innovations come from a process of rigorous examination through which great ideas are identified and developed before being realized as new offerings and capabilities. </p><p><em>Change by Design</em> explains design thinking, the collaborative process by which the designer’s sensibilities and methods are employed to match people’s needs, not only with what is technically feasible, but what is viable to the bottom line. Design thinking converts need into demand. It’s a human-centered approach to problem solving that helps people and organizations become more innovative and more creative. </p><p>Introduced a decade ago, the concept of design thinking remains popular at business schools, throughout corporations, and increasingly in the popular press—due in large part to work of IDEO, the undisputed world leading strategy, innovation, and design firm headed by Tim Brown. As he makes clear in this visionary guide—now updated with addition material, including new case studies, and a new introduction—design thinking is not just applicable to so-called creative industries or people who work in the design field. It’s a methodology that has been used by organizations such as Kaiser Permanente, to increase the quality of patient care by re-examining the ways that their nurses manage shift change, or Kraft, to rethink supply chain management. </p><p><em>Change by Design</em> is not a book by designers for designers; it is a book for creative leaders seeking to infuse design thinking into every level of an organization, product, or service to drive new alternatives for business and society.</p>",,https://audible.in/pd/0062940945?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=0062940945,https://m.media-amazon.com/images/I/51b6XoiZ1QL._SL500_.jpg,https://www.goodreads.com/search?q=Tim%20Brown%20-%20Change%20by%20Design%2C%20Revised%20and%20Updated,How Design Thinking Transforms Organizations and Inspires Innovation,
34,Misbehaving: The Making of Behavioral Economics,Misbehaving,,,"Richard H. Thaler has spent his career studying the radical notion that the central agents in the economy are humans - predictable, error-prone individuals....",Richard H. Thaler,L. J. Ganser,"Consumer Behaviour & Market Research, Economic History, Economics, Marketing & Sales, Psychology, Psychology & Mental Health",Business & Careers > Marketing & Sales,Business & Careers,Marketing & Sales,13h 35m,,2015-05-18,Audible Studios,,4.7,68,,Unabridged Audiobook,English,,,,,,,,B07CPQ557S,,,"<p><b>Get ready to change the way you think about economics. </b></p> <p>Richard H. Thaler has spent his career studying the radical notion that the central agents in the economy are humans - predictable, error-prone individuals. <i>Misbehaving</i> is his arresting, frequently hilarious account of the struggle to bring an academic discipline back down to earth - and change the way we think about economics, ourselves, and our world. </p> <p>Traditional economics assumes rational actors. Early in his research, Thaler realized these Spock-like automatons were nothing like real people. Whether buying a clock radio, selling basketball tickets, or applying for a mortgage, we all succumb to biases and make decisions that deviate from the standards of rationality assumed by economists. In other words we misbehave. More importantly, our misbehavior has serious consequences. Dismissed at first by economists as an amusing sideshow, the study of human miscalculations and their effects on markets now drives efforts to make better decisions in our lives, our businesses, and our governments. </p> <p>Coupling recent discoveries in human psychology with a practical understanding of incentives and market behavior, Thaler enlightens listeners about how to make smarter decisions in an increasingly mystifying world. He reveals how behavioral economic analysis opens up new ways to look at everything from household finance to assigning faculty offices in a new building to TV game shows, the NFL draft, and businesses like Uber. </p> <p>Laced with antic stories of Thaler's spirited battles with the bastions of traditional economic thinking, <i>Misbehaving</i> is a singular look into profound human foibles. When economics meets psychology, the implications for individuals, managers, and policy makers are both profound and entertaining. </p>",,https://audible.in/pd/B07CPQ557S?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B07CPQ557S,https://m.media-amazon.com/images/I/51LsfuzFU7L._SL500_.jpg,https://www.goodreads.com/search?q=Richard%20H.%20Thaler%20-%20Misbehaving,The Making of Behavioral Economics,
33,The Culture Code: The Secrets of Highly Successful Groups,The Culture Code,,,"In The Culture Code, Daniel Coyle, New York Times best-selling author of The Talent Code, goes inside some of the most effective organisations in the world and reveals their secrets....",Daniel Coyle,Alex McMorran,"Forecasting & Strategic Planning, Management, Management & Leadership, Personal Success",Business & Careers > Management & Leadership,Business & Careers,Management & Leadership,"6h 44m ",Finished,2018-08-30,Audible Studios,5,4.6,111,,Unabridged Audiobook,English,,,,,,,,B07GH6224C,,,"<p>What do Pixar, Google and the San Antonio Spurs basketball team have in common? The answer is that they all owe their extraordinary success to their team-building skills.</p> <p>In <i>The Culture Code</i>, Daniel Coyle,<i> New York</i> Times best-selling author of <i>The Talent Code</i>, goes inside some of the most effective organisations in the world and reveals their secrets. He not only explains what makes such groups tick but also identifies the key factors that can generate team cohesion in any walk of life. He examines the verbal and physical cues that bring people together. He determines specific strategies that encourage collaboration and build trust. And he offers cautionary tales of toxic cultures and advises how to reform them, above all demonstrating the extraordinary achievements that result when we know how to cooperate effectively. </p> <p>Combining cutting-edge science, on-the-ground insight and practical ideas for action, <i>The Culture Code</i> is a groundbreaking exploration of how the best groups operate that will change the way we think and work together.</p>",,https://audible.in/pd/B07GH6224C?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B07GH6224C,https://m.media-amazon.com/images/I/51xwcagkYyL._SL500_.jpg,https://www.goodreads.com/search?q=Daniel%20Coyle%20-%20The%20Culture%20Code,The Secrets of Highly Successful Groups,
32,The Black Swan: The Impact of the Highly Improbable,The Black Swan: The Impact of the Highly Improbable,Incerto,∞,Maverick thinker Nassim Nicholas Taleb had an illustrious career on Wall Street before turning his focus to his black swan theory....,Nassim Nicholas Taleb,David Chandler,,,,,,Finished,,,,,,,,,,,,,,true,true,B01NCO8RI8,,,,,https://audible.in/pd/B01NCO8RI8?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B01NCO8RI8,https://m.media-amazon.com/images/I/41Wq+2gMVpL._SL500_.jpg,https://www.goodreads.com/search?q=Nassim%20Nicholas%20Taleb%20-%20The%20Black%20Swan%3A%20The%20Impact%20of%20the%20Highly%20Improbable,,
31,Chanakya's 7 Secrets of Leadership,Chanakya's 7 Secrets of Leadership,,,"Chanakya, who lived in India in the fourth century BC, was a leadership guru par excellence....","D. Sivanandhan, Radhakrishnan Pillai",Kanchan Bhattacharyya,"Leadership, Management & Leadership",Business & Careers > Management & Leadership,Business & Careers,Management & Leadership,"7h 23m ",Finished,2017-10-04,Audible Studios,4,4.1,64,,Unabridged Audiobook,English,,,,,,,,B076588HZ3,,,"<p>Chanakya, who lived in India in the fourth century BC, was a leadership guru par excellence. The treasure of his teachings can be found in his book <i>The Arthashastra</i>, which deals with good governance based on ideal leadership. </p><p>The concept of the ideal nation in <i>The Arthashastra</i>, called Saptanga, holds that there are seven pillars of a kingdom: Swami, Amatya, Janpada, Durg, Kosha, Dand, Mitra iti Prakritya. For centuries, Indian rulers have used this concept as a model of successful government. </p><p>In this path-breaking book, <i>Chanakya's 7 Secrets of Leadership</i>, author Radhakrishnan Pillai delves into Chanakya's Saptanga with the real-life example of D. Sivanandhan. Former Director General of Police, Maharashtra, and the archetype of an able administrator, Sivanandhan shares his guidelines for effective management, highlighting those that make him a dynamic leader. </p><p>In <i>Chanakya's 7 Secrets of Leadership</i>, theory meets practice, academic research meets vast experience in police supervision and an age-old formula is revealed in a modern-day success story. Together, Pillai and Sivanandhan bring Chanakya's model to life. </p><p>Anyone can use the seven secrets of leadership to run a kingdom effectively. Apply them in your life, and the magic of Chanakya's wisdom will transform you into the ideal leader. </p><p>Radhakrishnan Pillai, founder-director of the Chanakya Institute of Public leadership (CIPL), has represented India in various national and international conferences and has taught at educational institutes in Germany (Heidelberg, Cologne), UK (Oxford, Cambridge) and India (IIT, IIM and IISc). His best-selling book <i>Corporate Chanakya</i> is used by business schools around the globe. Pillai received the Sardar Patel International Award in 2009. </p><p>D. Sivanandhan, former Director General of Police, Maharashtra, is one of India's most highly regarded IPS officers. He has been instrumental in rebuilding the defenses of Mumbai after attacks in November 2008 and has served as member of the special task force in the National Security Council Secretariat. Currently he serves on the board of several companies and is the Chairman of Securus First India Pvt. Ltd. </p>","Katha Chanakya (Hindi Edition), Corporate Chanakya, Chanakya in Daily Life, Chanakya’s 100 Best Sutras, Chanakya in You (Tamil Edition), Chanakya Neeti, Chanakya in You, Corporate Chanakya, 10th Anniversary Edition (Hindi Edition)",https://audible.in/pd/B076588HZ3?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B076588HZ3,https://m.media-amazon.com/images/I/51TsSh5eCTL._SL500_.jpg,https://www.goodreads.com/search?q=D.%20Sivanandhan%20-%20Chanakya's%207%20Secrets%20of%20Leadership,,
30,The 48 Laws of Power,The 48 Laws of Power,,,"Amoral, cunning, ruthless, and instructive, this piercing work distills 3,000 years of the history of power into 48 well-explicated laws....",Robert Greene,Don Leslie,Philosophy,Politics & Social Sciences > Philosophy,Politics & Social Sciences,Philosophy,"9h 52m ",Finished,2007-04-25,"HighBridge, a division of Recorded Books",,4.6,154,,Abridged Audiobook,English,,,,,,,,B079TL7Q46,,,"Amoral, cunning, ruthless, and instructive, this piercing work distills 3,000 years of the history of power into 48 well-explicated laws. This bold volume outlines the laws of power in their unvarnished essence, synthesizing the philosophies of Machiavelli, Sun-tzu, Carl von Clausewitz, and other great thinkers. Some laws teach the need for prudence (""Law 1: Never Outshine the Master"") and the virtue of stealth (""Law 3: Conceal Your Intentions""); many demand the total absence of mercy (""Law 15: Crush Your Enemy Totally""). But like it or not, all have applications in real life. Illustrated through the tactics of Queen Elizabeth I, Henry Kissinger, P. T. Barnum, and other famous figures who have wielded, or been victimized by, power, these laws will fascinate any listener interested in gaining, observing, or defending against ultimate control.","The Laws of Human Nature, The Art of Seduction, Mastery, 33 Strategies of War",https://audible.in/pd/B079TL7Q46?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B079TL7Q46,https://m.media-amazon.com/images/I/41PfHefFq1L._SL500_.jpg,https://www.goodreads.com/search?q=Robert%20Greene%20-%20The%2048%20Laws%20of%20Power,,
29,No-Drama Discipline: The Whole-Brain Way to Calm the Chaos and Nurture Your Child's Developing Mind,No-Drama Discipline,,,NEW YORK TIMES BESTSELLER The pioneering experts behind The Whole-Brain Child and The Yes Brain tackle the ultimate parenting challenge: discipline. “A lot of fascinating insights . . . an eye-opener worth reading.”—Parents Highlighting the fascinating link between a child’s...,"Daniel J. Siegel M.D., Tina Payne Bryson","Daniel J. Siegel M.D., Tina Payne Bryson","Developmental Psychology, Parenting, Psychology, Psychology & Mental Health, Relationships",Health & Wellness > Psychology & Mental Health,Health & Wellness,Psychology & Mental Health,"8h 18m ",Finished,2014-09-23,Random House Audio,5,4.6,99,,Unabridged Audiobook,English,,,,,,,,B079BB66NY,,,"<b><i>NEW YORK TIMES </i>BESTSELLER • The pioneering experts behind <i>The Whole-Brain Child </i>and <i>The Yes Brain </i>tackle the ultimate parenting challenge: discipline.</b><br> <br> <b>“A lot of fascinating insights . . . an eye-opener worth reading.”—<i>Parents</i></b><br><br>Highlighting the fascinating link between a child’s neurological development and the way a parent reacts to misbehavior, <i>No-Drama Discipline </i>provides an effective, compassionate road map for dealing with tantrums, tensions, and tears—without causing a scene.<br> <br>Defining the true meaning of the “d” word (to instruct, <i>not</i> to shout or reprimand), the authors explain how to reach your child, redirect emotions, and turn a meltdown into an opportunity for growth. By doing so, the cycle of negative behavior (and punishment) is essentially brought to a halt, as problem solving becomes a win/win situation. Inside this sanity-saving guide you’ll discover<br> <br> • strategies that help parents identify their own discipline philosophy—and master the best methods to communicate the lessons they are trying to impart <br> • facts on child brain development—and what kind of discipline is most appropriate and constructive at all ages and stages<br> • the way to calmly and lovingly connect with a child—no matter how extreme the behavior—while still setting clear and consistent limits<br> • tips for navigating your child through a tantrum to achieve insight, empathy, and repair<br> • twenty discipline mistakes even the best parents make—and how to stay focused on the principles of whole-brain parenting and discipline techniques<br> <br> Complete with candid stories and playful illustrations that bring the authors’ suggestions to life, <i>No-Drama Discipline</i> shows you how to work with your child’s developing mind, peacefully resolve conflicts, and inspire happiness and strengthen resilience in everyone in the family.<br><br><b>Praise for <i>No-Drama Discipline</i></b><br> <br>“With lucid, engaging prose accompanied by cartoon illustrations, Siegel and Bryson help parents teach and communicate more effectively.”<b>—<i>Publishers Weekly</i></b><br><br>“Wow! This book grabbed me from the very first page and did not let go.”<b>—Lawrence J. Cohen, Ph.D., author of <i>The Opposite of Worry</i></b>","Buddha's Brain, The Whole-Brain Child, The Power of Showing Up, Parenting from the Inside Out, Raising a Secure Child, The Upward Spiral (Second Edition), Disarming the Narcissist (Third Edition), 10 Principles for Doing Effective Couples Therapy",https://audible.in/pd/B079BB66NY?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B079BB66NY,https://m.media-amazon.com/images/I/51oJmmttxTL._SL500_.jpg,https://www.goodreads.com/search?q=Daniel%20J.%20Siegel%20M.D.%20-%20No-Drama%20Discipline,The Whole-Brain Way to Calm the Chaos and Nurture Your Child's Developing Mind,
